                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    107,                0.49124,                 0.2886,                0.86736,                  0.985,                0.98886,                0.99242,                0.93031,                0.34114,                 0.1847,                0.81529,              0.0096535,              0.0096535,              0.0096535
                    108,                0.48842,                0.28857,                0.86643,                0.98394,                0.99012,                0.99237,                 0.9303,                 0.3401,                0.18403,                0.81487,              0.0096502,              0.0096502,              0.0096502
                    109,                0.48796,                0.28712,                0.86647,                0.98447,                0.98966,                0.99239,                0.93086,                0.33887,                0.18297,                0.81382,              0.0096469,              0.0096469,              0.0096469
                    110,                0.48879,                0.28707,                 0.8657,                0.98473,                0.98964,                0.99235,                  0.931,                0.33807,                0.18237,                0.81334,              0.0096436,              0.0096436,              0.0096436
                    111,                0.49276,                0.29126,                0.86913,                0.98458,                 0.9893,                0.99227,                0.93132,                0.33682,                0.18208,                0.81309,              0.0096403,              0.0096403,              0.0096403
                    112,                0.48888,                0.28722,                0.86514,                0.98527,                0.98931,                0.99232,                0.93167,                0.33621,                 0.1813,                0.81322,               0.009637,               0.009637,               0.009637
                    113,                0.48817,                 0.2868,                0.86606,                0.98566,                0.98893,                 0.9922,                 0.9317,                0.33539,                0.18079,                0.81252,              0.0096337,              0.0096337,              0.0096337
                    114,                0.48607,                0.28587,                0.86603,                0.98701,                0.98815,                0.99243,                0.93261,                0.33384,                0.18015,                0.81221,              0.0096304,              0.0096304,              0.0096304
                    115,                0.48442,                0.28449,                0.86563,                0.98623,                0.98862,                0.99237,                0.93243,                0.33291,                0.17935,                0.81238,              0.0096271,              0.0096271,              0.0096271
                    116,                0.48378,                0.28377,                0.86436,                0.98514,                0.98945,                0.99228,                0.93283,                0.33131,                0.17869,                0.81166,              0.0096238,              0.0096238,              0.0096238
                    117,                0.48365,                0.28434,                0.86173,                0.98672,                0.98745,                0.99233,                0.93406,                0.32924,                0.17791,                0.81074,              0.0096205,              0.0096205,              0.0096205
                    118,                0.48221,                0.28517,                0.86145,                0.98625,                0.98801,                0.99229,                0.93411,                0.32883,                0.17744,                0.81033,              0.0096172,              0.0096172,              0.0096172
                    119,                0.48355,                0.28432,                0.86425,                0.98555,                0.98859,                0.99244,                0.93416,                0.32748,                0.17726,                0.81039,              0.0096139,              0.0096139,              0.0096139
                    120,                0.48013,                0.28334,                0.86405,                0.98658,                0.98744,                0.99241,                0.93503,                 0.3265,                0.17663,                0.81039,              0.0096106,              0.0096106,              0.0096106
                    121,                0.47788,                0.28252,                0.86252,                 0.9859,                0.98756,                0.99237,                0.93541,                0.32564,                0.17673,                0.80998,              0.0096073,              0.0096073,              0.0096073
                    122,                0.47698,                0.27908,                0.86286,                 0.9851,                0.98874,                0.99239,                0.93571,                0.32427,                0.17551,                0.80959,               0.009604,               0.009604,               0.009604
                    123,                0.47743,                0.28063,                0.85975,                 0.9854,                0.98804,                0.99233,                0.93605,                0.32365,                0.17569,                0.80906,              0.0096007,              0.0096007,              0.0096007
                    124,                0.48086,                 0.2808,                 0.8631,                0.98615,                0.98804,                0.99234,                0.93624,                0.32267,                0.17474,                0.80866,              0.0095974,              0.0095974,              0.0095974
                    125,                0.47876,                  0.282,                0.86595,                 0.9856,                0.98893,                0.99236,                0.93641,                 0.3218,                0.17525,                0.80844,              0.0095941,              0.0095941,              0.0095941
                    126,                0.47755,                0.27888,                0.86165,                0.98657,                0.98842,                0.99243,                0.93646,                0.32088,                0.17433,                0.80824,              0.0095908,              0.0095908,              0.0095908
                    127,                0.47775,                0.28024,                0.86268,                0.98749,                0.98755,                0.99242,                0.93687,                0.32049,                0.17468,                0.80839,              0.0095875,              0.0095875,              0.0095875
                    128,                0.47878,                 0.2804,                 0.8617,                0.98714,                0.98856,                0.99244,                0.93732,                0.32017,                0.17399,                 0.8082,              0.0095842,              0.0095842,              0.0095842
                    129,                  0.476,                0.28032,                0.86173,                0.98772,                0.98861,                 0.9924,                0.93765,                0.31916,                0.17328,                0.80781,              0.0095809,              0.0095809,              0.0095809
                    130,                 0.4722,                0.27828,                0.86242,                0.98783,                0.98897,                0.99242,                0.93773,                0.31853,                0.17296,                0.80773,              0.0095776,              0.0095776,              0.0095776
                    131,                0.47177,                0.27835,                0.86141,                0.98777,                0.98913,                0.99245,                0.93813,                0.31798,                0.17286,                0.80744,              0.0095743,              0.0095743,              0.0095743
                    132,                0.47631,                0.28003,                0.86109,                0.98738,                  0.989,                0.99254,                0.93827,                0.31746,                0.17239,                0.80705,               0.009571,               0.009571,               0.009571
                    133,                0.47281,                0.27855,                0.86196,                0.98662,                0.98934,                0.99256,                 0.9387,                 0.3166,                0.17182,                0.80685,              0.0095677,              0.0095677,              0.0095677
